COMMUNITY_AREA,RACE,AGE,SEX,Count,TOTAL_VICTIMS_BY_GROUP
PULLMAN,BLK,0-19,M,18,7161
PULLMAN,BLK,20-29,F,8,1776
PULLMAN,BLK,20-29,M,59,13644
PULLMAN,BLK,30-39,F,3,862
PULLMAN,BLK,30-39,M,33,6563
PULLMAN,BLK,40-49,F,2,403
PULLMAN,BLK,40-49,M,18,2335
PULLMAN,BLK,50-59,M,3,1034
PULLMAN,BLK,60-69,M,3,315
PULLMAN,BLK,80+,M,1,21
PULLMAN,UNKNOWN,0-19,UNKNOWN,1,19
PULLMAN,UNKNOWN,20-29,M,1,131
PULLMAN,UNKNOWN,UNKNOWN,UNKNOWN,3,593
PULLMAN,WBH,0-19,M,1,54
PULLMAN,WHI,0-19,M,1,108
PULLMAN,WWH,30-39,M,1,1262
PULLMAN,WWH,40-49,M,1,463
PULLMAN,WWH,50-59,M,1,161
RIVERDALE,BLK,0-19,F,5,999
RIVERDALE,BLK,0-19,M,88,7161
RIVERDALE,BLK,20-29,F,15,1776
RIVERDALE,BLK,20-29,M,113,13644
RIVERDALE,BLK,30-39,F,12,862
RIVERDALE,BLK,30-39,M,64,6563
RIVERDALE,BLK,40-49,F,2,403
RIVERDALE,BLK,40-49,M,38,2335
RIVERDALE,BLK,50-59,F,5,230
RIVERDALE,BLK,50-59,M,4,1034
RIVERDALE,BLK,60-69,F,4,91
RIVERDALE,BLK,60-69,M,1,315
RIVERDALE,BLK,70-79,M,1,68
RIVERDALE,BLK,UNKNOWN,F,1,12
RIVERDALE,UNKNOWN,0-19,M,3,74
RIVERDALE,UNKNOWN,20-29,M,2,131
RIVERDALE,UNKNOWN,30-39,M,1,63
RIVERDALE,UNKNOWN,UNKNOWN,UNKNOWN,6,593
RIVERDALE,WBH,20-29,M,1,128
RIVERDALE,WHI,20-29,M,2,340
RIVERDALE,WHI,30-39,F,1,48
RIVERDALE,WHI,30-39,M,1,239
RIVERDALE,WHI,40-49,M,1,122
RIVERDALE,WHI,UNKNOWN,M,1,10
RIVERDALE,WWH,20-29,M,1,2923
RIVERDALE,WWH,30-39,M,1,1262
ROGERS PARK,API,0-19,M,1,10
ROGERS PARK,API,20-29,M,1,67
ROGERS PARK,API,70-79,M,1,4
ROGERS PARK,BLK,0-19,F,5,999
ROGERS PARK,BLK,0-19,M,64,7161
ROGERS PARK,BLK,20-29,F,12,1776
ROGERS PARK,BLK,20-29,M,109,13644
ROGERS PARK,BLK,30-39,F,8,862
ROGERS PARK,BLK,30-39,M,63,6563
ROGERS PARK,BLK,30-39,UNKNOWN,1,7
ROGERS PARK,BLK,40-49,F,1,403
ROGERS PARK,BLK,40-49,M,19,2335
ROGERS PARK,BLK,50-59,F,1,230
ROGERS PARK,BLK,50-59,M,4,1034
ROGERS PARK,BLK,60-69,F,2,91
ROGERS PARK,BLK,60-69,M,2,315
ROGERS PARK,BLK,70-79,M,1,68
ROGERS PARK,BLK,UNKNOWN,M,1,47
ROGERS PARK,UNKNOWN,0-19,M,1,74
ROGERS PARK,UNKNOWN,40-49,M,1,20
ROGERS PARK,UNKNOWN,UNKNOWN,UNKNOWN,6,593
ROGERS PARK,WBH,20-29,F,1,20
ROGERS PARK,WBH,20-29,M,2,128
ROGERS PARK,WHI,0-19,F,1,30
ROGERS PARK,WHI,0-19,M,3,108
ROGERS PARK,WHI,20-29,F,1,73
ROGERS PARK,WHI,20-29,M,6,340
ROGERS PARK,WHI,30-39,F,2,48
ROGERS PARK,WHI,30-39,M,2,239
ROGERS PARK,WHI,40-49,M,4,122
ROGERS PARK,WHI,50-59,F,1,16
ROGERS PARK,WHI,50-59,M,1,88
ROGERS PARK,WHI,60-69,F,1,10
ROGERS PARK,WWH,0-19,F,2,232
ROGERS PARK,WWH,0-19,M,18,1716
ROGERS PARK,WWH,20-29,F,3,381
ROGERS PARK,WWH,20-29,M,20,2923
ROGERS PARK,WWH,30-39,M,10,1262
ROGERS PARK,WWH,40-49,F,1,65
ROGERS PARK,WWH,40-49,M,3,463
ROGERS PARK,WWH,50-59,F,2,27
ROGERS PARK,WWH,50-59,M,2,161
ROGERS PARK,WWH,60-69,M,1,59
ROSELAND,API,0-19,M,1,10
ROSELAND,API,20-29,M,3,67
ROSELAND,API,30-39,M,2,36
ROSELAND,API,40-49,M,1,16
ROSELAND,API,50-59,M,2,19
ROSELAND,BLK,0-19,F,45,999
ROSELAND,BLK,0-19,M,336,7161
ROSELAND,BLK,0-19,UNKNOWN,2,6
ROSELAND,BLK,20-29,F,89,1776
ROSELAND,BLK,20-29,M,633,13644
ROSELAND,BLK,30-39,F,44,862
ROSELAND,BLK,30-39,M,259,6563
ROSELAND,BLK,30-39,UNKNOWN,2,7
ROSELAND,BLK,40-49,F,24,403
ROSELAND,BLK,40-49,M,108,2335
ROSELAND,BLK,50-59,F,13,230
ROSELAND,BLK,50-59,M,55,1034
ROSELAND,BLK,60-69,F,8,91
ROSELAND,BLK,60-69,M,15,315
ROSELAND,BLK,70-79,F,2,23
ROSELAND,BLK,70-79,M,4,68
ROSELAND,BLK,80+,F,1,14
ROSELAND,BLK,UNKNOWN,M,6,47
ROSELAND,UNKNOWN,0-19,M,4,74
ROSELAND,UNKNOWN,0-19,UNKNOWN,1,19
ROSELAND,UNKNOWN,20-29,F,1,29
ROSELAND,UNKNOWN,20-29,M,3,131
ROSELAND,UNKNOWN,20-29,UNKNOWN,1,21
ROSELAND,UNKNOWN,30-39,F,1,16
ROSELAND,UNKNOWN,30-39,M,1,63
ROSELAND,UNKNOWN,40-49,F,1,4
ROSELAND,UNKNOWN,40-49,M,1,20
ROSELAND,UNKNOWN,50-59,M,1,8
ROSELAND,UNKNOWN,UNKNOWN,UNKNOWN,52,593
ROSELAND,WBH,0-19,F,1,10
ROSELAND,WBH,0-19,M,1,54
ROSELAND,WBH,20-29,M,1,128
ROSELAND,WBH,30-39,M,1,64
ROSELAND,WHI,0-19,F,2,30
ROSELAND,WHI,20-29,M,1,340
ROSELAND,WHI,30-39,F,1,48
ROSELAND,WHI,30-39,M,1,239
ROSELAND,WHI,40-49,F,1,26
ROSELAND,WHI,40-49,M,1,122
ROSELAND,WHI,50-59,M,2,88
ROSELAND,WWH,0-19,F,2,232
ROSELAND,WWH,0-19,M,1,1716
ROSELAND,WWH,20-29,F,3,381
ROSELAND,WWH,20-29,M,1,2923
ROSELAND,WWH,30-39,M,2,1262
ROSELAND,WWH,40-49,F,1,65
ROSELAND,WWH,40-49,M,1,463
ROSELAND,WWH,50-59,M,1,161
SOUTH CHICAGO,API,20-29,M,1,67
SOUTH CHICAGO,API,30-39,M,1,36
SOUTH CHICAGO,BLK,0-19,F,40,999
SOUTH CHICAGO,BLK,0-19,M,229,7161
SOUTH CHICAGO,BLK,20-29,F,54,1776
SOUTH CHICAGO,BLK,20-29,M,323,13644
SOUTH CHICAGO,BLK,30-39,F,17,862
SOUTH CHICAGO,BLK,30-39,M,161,6563
SOUTH CHICAGO,BLK,40-49,F,12,403
SOUTH CHICAGO,BLK,40-49,M,70,2335
SOUTH CHICAGO,BLK,50-59,F,10,230
SOUTH CHICAGO,BLK,50-59,M,27,1034
SOUTH CHICAGO,BLK,60-69,F,1,91
SOUTH CHICAGO,BLK,60-69,M,11,315
SOUTH CHICAGO,BLK,70-79,F,1,23
SOUTH CHICAGO,BLK,80+,M,1,21
SOUTH CHICAGO,BLK,UNKNOWN,M,1,47
SOUTH CHICAGO,I,20-29,M,1,2
SOUTH CHICAGO,UNKNOWN,0-19,M,1,74
SOUTH CHICAGO,UNKNOWN,20-29,M,2,131
SOUTH CHICAGO,UNKNOWN,20-29,UNKNOWN,1,21
SOUTH CHICAGO,UNKNOWN,30-39,F,1,16
SOUTH CHICAGO,UNKNOWN,30-39,M,1,63
SOUTH CHICAGO,UNKNOWN,UNKNOWN,UNKNOWN,7,593
SOUTH CHICAGO,WBH,20-29,M,1,128
SOUTH CHICAGO,WBH,30-39,M,2,64
SOUTH CHICAGO,WHI,0-19,M,2,108
SOUTH CHICAGO,WHI,20-29,F,1,73
SOUTH CHICAGO,WHI,30-39,M,1,239
SOUTH CHICAGO,WHI,40-49,M,3,122
SOUTH CHICAGO,WWH,0-19,F,5,232
SOUTH CHICAGO,WWH,0-19,M,18,1716
SOUTH CHICAGO,WWH,20-29,F,4,381
SOUTH CHICAGO,WWH,20-29,M,38,2923
SOUTH CHICAGO,WWH,30-39,F,2,165
SOUTH CHICAGO,WWH,30-39,M,16,1262
SOUTH CHICAGO,WWH,40-49,F,1,65
SOUTH CHICAGO,WWH,40-49,M,7,463
SOUTH CHICAGO,WWH,50-59,M,4,161
SOUTH CHICAGO,WWH,60-69,M,1,59
SOUTH DEERING,API,20-29,M,1,67
SOUTH DEERING,BLK,0-19,F,9,999
SOUTH DEERING,BLK,0-19,M,80,7161
SOUTH DEERING,BLK,20-29,F,6,1776
SOUTH DEERING,BLK,20-29,M,130,13644
SOUTH DEERING,BLK,30-39,F,12,862
SOUTH DEERING,BLK,30-39,M,56,6563
SOUTH DEERING,BLK,40-49,F,4,403
SOUTH DEERING,BLK,40-49,M,16,2335
SOUTH DEERING,BLK,50-59,F,5,230
SOUTH DEERING,BLK,50-59,M,9,1034
SOUTH DEERING,BLK,60-69,M,2,315
SOUTH DEERING,BLK,70-79,M,1,68
SOUTH DEERING,UNKNOWN,UNKNOWN,UNKNOWN,5,593
SOUTH DEERING,WBH,0-19,M,1,54
SOUTH DEERING,WBH,20-29,M,1,128
SOUTH DEERING,WBH,30-39,M,1,64
SOUTH DEERING,WHI,0-19,M,1,108
SOUTH DEERING,WHI,20-29,M,2,340
SOUTH DEERING,WHI,40-49,M,1,122
SOUTH DEERING,WWH,0-19,F,1,232
SOUTH DEERING,WWH,0-19,M,7,1716
SOUTH DEERING,WWH,20-29,M,20,2923
SOUTH DEERING,WWH,30-39,F,2,165
SOUTH DEERING,WWH,30-39,M,10,1262
SOUTH DEERING,WWH,40-49,F,1,65
SOUTH DEERING,WWH,40-49,M,3,463
SOUTH DEERING,WWH,50-59,M,3,161
SOUTH LAWNDALE,API,20-29,M,2,67
SOUTH LAWNDALE,BLK,0-19,F,4,999
SOUTH LAWNDALE,BLK,0-19,M,23,7161
SOUTH LAWNDALE,BLK,20-29,F,9,1776
SOUTH LAWNDALE,BLK,20-29,M,44,13644
SOUTH LAWNDALE,BLK,30-39,F,1,862
SOUTH LAWNDALE,BLK,30-39,M,19,6563
SOUTH LAWNDALE,BLK,40-49,M,7,2335
SOUTH LAWNDALE,BLK,50-59,M,2,1034
SOUTH LAWNDALE,BLK,60-69,F,1,91
SOUTH LAWNDALE,BLK,60-69,M,2,315
SOUTH LAWNDALE,UNKNOWN,0-19,F,1,19
SOUTH LAWNDALE,UNKNOWN,0-19,M,3,74
SOUTH LAWNDALE,UNKNOWN,20-29,F,1,29
SOUTH LAWNDALE,UNKNOWN,20-29,M,3,131
SOUTH LAWNDALE,UNKNOWN,30-39,F,2,16
SOUTH LAWNDALE,UNKNOWN,30-39,M,2,63
SOUTH LAWNDALE,UNKNOWN,40-49,F,1,4
SOUTH LAWNDALE,UNKNOWN,UNKNOWN,F,1,1
SOUTH LAWNDALE,UNKNOWN,UNKNOWN,UNKNOWN,17,593
SOUTH LAWNDALE,WBH,0-19,M,4,54
SOUTH LAWNDALE,WBH,20-29,F,1,20
SOUTH LAWNDALE,WBH,20-29,M,6,128
SOUTH LAWNDALE,WBH,30-39,F,1,9
SOUTH LAWNDALE,WBH,30-39,M,5,64
SOUTH LAWNDALE,WBH,40-49,F,1,6
SOUTH LAWNDALE,WBH,40-49,M,1,15
SOUTH LAWNDALE,WBH,50-59,M,1,7
SOUTH LAWNDALE,WHI,0-19,F,3,30
SOUTH LAWNDALE,WHI,0-19,M,3,108
SOUTH LAWNDALE,WHI,20-29,F,3,73
SOUTH LAWNDALE,WHI,20-29,M,17,340
SOUTH LAWNDALE,WHI,30-39,F,4,48
SOUTH LAWNDALE,WHI,30-39,M,6,239
SOUTH LAWNDALE,WHI,40-49,M,1,122
SOUTH LAWNDALE,WHI,50-59,M,1,88
SOUTH LAWNDALE,WWH,0-19,F,28,232
SOUTH LAWNDALE,WWH,0-19,M,249,1716
SOUTH LAWNDALE,WWH,20-29,F,40,381
SOUTH LAWNDALE,WWH,20-29,M,375,2923
SOUTH LAWNDALE,WWH,30-39,F,19,165
SOUTH LAWNDALE,WWH,30-39,M,177,1262
SOUTH LAWNDALE,WWH,40-49,F,10,65
SOUTH LAWNDALE,WWH,40-49,M,62,463
SOUTH LAWNDALE,WWH,50-59,F,4,27
SOUTH LAWNDALE,WWH,50-59,M,23,161
SOUTH LAWNDALE,WWH,60-69,M,7,59
SOUTH LAWNDALE,WWH,70-79,M,1,13
SOUTH LAWNDALE,WWH,UNKNOWN,M,1,10
SOUTH SHORE,API,20-29,F,1,7
SOUTH SHORE,API,20-29,M,2,67
SOUTH SHORE,API,40-49,M,1,16
SOUTH SHORE,BLK,0-19,F,46,999
SOUTH SHORE,BLK,0-19,M,378,7161
SOUTH SHORE,BLK,20-29,F,105,1776
SOUTH SHORE,BLK,20-29,M,651,13644
SOUTH SHORE,BLK,30-39,F,35,862
SOUTH SHORE,BLK,30-39,M,302,6563
SOUTH SHORE,BLK,40-49,F,22,403
SOUTH SHORE,BLK,40-49,M,110,2335
SOUTH SHORE,BLK,40-49,UNKNOWN,1,5
SOUTH SHORE,BLK,50-59,F,12,230
SOUTH SHORE,BLK,50-59,M,59,1034
SOUTH SHORE,BLK,60-69,F,6,91
SOUTH SHORE,BLK,60-69,M,21,315
SOUTH SHORE,BLK,70-79,F,1,23
SOUTH SHORE,BLK,70-79,M,7,68
SOUTH SHORE,BLK,80+,F,1,14
SOUTH SHORE,BLK,80+,M,2,21
SOUTH SHORE,BLK,UNKNOWN,M,3,47
SOUTH SHORE,I,0-19,M,1,3
SOUTH SHORE,I,50-59,F,1,1
SOUTH SHORE,UNKNOWN,0-19,F,1,19
SOUTH SHORE,UNKNOWN,0-19,M,8,74
SOUTH SHORE,UNKNOWN,20-29,F,2,29
SOUTH SHORE,UNKNOWN,20-29,M,3,131
SOUTH SHORE,UNKNOWN,30-39,M,4,63
SOUTH SHORE,UNKNOWN,40-49,M,1,20
SOUTH SHORE,UNKNOWN,50-59,M,1,8
SOUTH SHORE,UNKNOWN,UNKNOWN,UNKNOWN,22,593
SOUTH SHORE,WBH,0-19,M,1,54
SOUTH SHORE,WBH,20-29,M,2,128
SOUTH SHORE,WBH,30-39,M,1,64
SOUTH SHORE,WBH,40-49,M,1,15
SOUTH SHORE,WHI,20-29,F,1,73
SOUTH SHORE,WHI,20-29,M,1,340
SOUTH SHORE,WHI,30-39,M,3,239
SOUTH SHORE,WHI,60-69,M,2,45
SOUTH SHORE,WWH,0-19,F,1,232
SOUTH SHORE,WWH,0-19,M,3,1716
SOUTH SHORE,WWH,20-29,F,1,381
SOUTH SHORE,WWH,20-29,M,5,2923
SOUTH SHORE,WWH,30-39,M,4,1262
SOUTH SHORE,WWH,40-49,F,1,65
SOUTH SHORE,WWH,40-49,M,2,463
SOUTH SHORE,WWH,50-59,M,1,161
SOUTH SHORE,WWH,60-69,M,3,59
UPTOWN,API,0-19,M,1,10
UPTOWN,API,20-29,M,1,67
UPTOWN,API,50-59,M,1,19
UPTOWN,BLK,0-19,F,7,999
UPTOWN,BLK,0-19,M,59,7161
UPTOWN,BLK,20-29,F,14,1776
UPTOWN,BLK,20-29,M,131,13644
UPTOWN,BLK,30-39,F,3,862
UPTOWN,BLK,30-39,M,45,6563
UPTOWN,BLK,30-39,UNKNOWN,1,7
UPTOWN,BLK,40-49,F,5,403
UPTOWN,BLK,40-49,M,16,2335
UPTOWN,BLK,50-59,F,1,230
UPTOWN,BLK,50-59,M,7,1034
UPTOWN,BLK,60-69,F,3,91
UPTOWN,BLK,70-79,M,1,68
UPTOWN,I,20-29,F,1,4
UPTOWN,UNKNOWN,0-19,F,1,19
UPTOWN,UNKNOWN,0-19,M,1,74
UPTOWN,UNKNOWN,20-29,M,2,131
UPTOWN,UNKNOWN,UNKNOWN,UNKNOWN,9,593
UPTOWN,WBH,0-19,F,1,10
UPTOWN,WBH,0-19,M,1,54
UPTOWN,WBH,20-29,M,1,128
UPTOWN,WBH,30-39,M,2,64
UPTOWN,WHI,0-19,F,1,30
UPTOWN,WHI,0-19,M,1,108
UPTOWN,WHI,20-29,F,3,73
UPTOWN,WHI,20-29,M,4,340
UPTOWN,WHI,30-39,M,3,239
UPTOWN,WHI,40-49,M,3,122
UPTOWN,WHI,50-59,F,1,16
UPTOWN,WHI,50-59,M,4,88
UPTOWN,WHI,60-69,M,3,45
UPTOWN,WWH,0-19,F,2,232
UPTOWN,WWH,0-19,M,10,1716
UPTOWN,WWH,20-29,F,2,381
UPTOWN,WWH,20-29,M,7,2923
UPTOWN,WWH,30-39,F,2,165
UPTOWN,WWH,30-39,M,2,1262
UPTOWN,WWH,50-59,F,1,27
WASHINGTON HEIGHTS,BLK,0-19,F,21,999
WASHINGTON HEIGHTS,BLK,0-19,M,147,7161
WASHINGTON HEIGHTS,BLK,20-29,F,36,1776
WASHINGTON HEIGHTS,BLK,20-29,M,276,13644
WASHINGTON HEIGHTS,BLK,20-29,UNKNOWN,1,10
WASHINGTON HEIGHTS,BLK,30-39,F,20,862
WASHINGTON HEIGHTS,BLK,30-39,M,100,6563
WASHINGTON HEIGHTS,BLK,40-49,F,13,403
WASHINGTON HEIGHTS,BLK,40-49,M,41,2335
WASHINGTON HEIGHTS,BLK,50-59,F,6,230
WASHINGTON HEIGHTS,BLK,50-59,M,11,1034
WASHINGTON HEIGHTS,BLK,60-69,M,8,315
WASHINGTON HEIGHTS,BLK,80+,F,1,14
WASHINGTON HEIGHTS,BLK,UNKNOWN,M,1,47
WASHINGTON HEIGHTS,UNKNOWN,0-19,M,2,74
WASHINGTON HEIGHTS,UNKNOWN,20-29,M,2,131
WASHINGTON HEIGHTS,UNKNOWN,20-29,UNKNOWN,1,21
WASHINGTON HEIGHTS,UNKNOWN,30-39,M,2,63
WASHINGTON HEIGHTS,UNKNOWN,30-39,UNKNOWN,1,5
WASHINGTON HEIGHTS,UNKNOWN,UNKNOWN,UNKNOWN,8,593
WASHINGTON HEIGHTS,WBH,0-19,M,1,54
WASHINGTON HEIGHTS,WHI,20-29,M,2,340
WASHINGTON HEIGHTS,WHI,30-39,M,2,239
WASHINGTON HEIGHTS,WHI,50-59,M,1,88
WASHINGTON HEIGHTS,WHI,60-69,M,1,45
WASHINGTON HEIGHTS,WWH,20-29,F,1,381
WASHINGTON HEIGHTS,WWH,20-29,M,5,2923
WASHINGTON HEIGHTS,WWH,30-39,M,1,1262
WASHINGTON HEIGHTS,WWH,40-49,M,2,463
WASHINGTON PARK,BLK,0-19,F,24,999
WASHINGTON PARK,BLK,0-19,M,154,7161
WASHINGTON PARK,BLK,0-19,UNKNOWN,2,6
WASHINGTON PARK,BLK,20-29,F,31,1776
WASHINGTON PARK,BLK,20-29,M,279,13644
WASHINGTON PARK,BLK,30-39,F,28,862
WASHINGTON PARK,BLK,30-39,M,133,6563
WASHINGTON PARK,BLK,40-49,F,16,403
WASHINGTON PARK,BLK,40-49,M,54,2335
WASHINGTON PARK,BLK,40-49,UNKNOWN,1,5
WASHINGTON PARK,BLK,50-59,F,3,230
WASHINGTON PARK,BLK,50-59,M,16,1034
WASHINGTON PARK,BLK,60-69,F,1,91
WASHINGTON PARK,BLK,60-69,M,8,315
WASHINGTON PARK,BLK,70-79,F,2,23
WASHINGTON PARK,BLK,80+,F,1,14
WASHINGTON PARK,BLK,UNKNOWN,M,2,47
WASHINGTON PARK,UNKNOWN,0-19,UNKNOWN,1,19
WASHINGTON PARK,UNKNOWN,20-29,M,3,131
WASHINGTON PARK,UNKNOWN,40-49,UNKNOWN,1,6
WASHINGTON PARK,UNKNOWN,UNKNOWN,UNKNOWN,8,593
WASHINGTON PARK,WBH,20-29,F,1,20
WASHINGTON PARK,WBH,30-39,M,1,64
WASHINGTON PARK,WHI,20-29,M,1,340
WASHINGTON PARK,WHI,30-39,M,2,239
WASHINGTON PARK,WHI,60-69,M,1,45
WASHINGTON PARK,WWH,0-19,M,1,1716
WEST ELSDON,BLK,20-29,M,1,13644
WEST ELSDON,BLK,30-39,M,1,6563
WEST ELSDON,BLK,50-59,M,1,1034
WEST ELSDON,UNKNOWN,0-19,M,1,74
WEST ELSDON,UNKNOWN,20-29,M,1,131
WEST ELSDON,WHI,20-29,M,1,340
WEST ELSDON,WWH,0-19,F,4,232
WEST ELSDON,WWH,0-19,M,15,1716
WEST ELSDON,WWH,20-29,F,3,381
WEST ELSDON,WWH,20-29,M,30,2923
WEST ELSDON,WWH,30-39,M,15,1262
WEST ELSDON,WWH,40-49,F,1,65
WEST ELSDON,WWH,40-49,M,3,463
WEST ELSDON,WWH,50-59,F,1,27
WEST ELSDON,WWH,50-59,M,4,161
WEST ENGLEWOOD,BLK,0-19,F,63,999
WEST ENGLEWOOD,BLK,0-19,M,454,7161
WEST ENGLEWOOD,BLK,20-29,F,81,1776
WEST ENGLEWOOD,BLK,20-29,M,770,13644
WEST ENGLEWOOD,BLK,20-29,UNKNOWN,1,10
WEST ENGLEWOOD,BLK,30-39,F,54,862
WEST ENGLEWOOD,BLK,30-39,M,391,6563
WEST ENGLEWOOD,BLK,30-39,UNKNOWN,1,7
WEST ENGLEWOOD,BLK,40-49,F,19,403
WEST ENGLEWOOD,BLK,40-49,M,138,2335
WEST ENGLEWOOD,BLK,40-49,UNKNOWN,1,5
WEST ENGLEWOOD,BLK,50-59,F,10,230
WEST ENGLEWOOD,BLK,50-59,M,62,1034
WEST ENGLEWOOD,BLK,60-69,F,3,91
WEST ENGLEWOOD,BLK,60-69,M,15,315
WEST ENGLEWOOD,BLK,70-79,F,2,23
WEST ENGLEWOOD,BLK,70-79,M,5,68
WEST ENGLEWOOD,BLK,80+,M,1,21
WEST ENGLEWOOD,BLK,UNKNOWN,M,1,47
WEST ENGLEWOOD,UNKNOWN,0-19,F,2,19
WEST ENGLEWOOD,UNKNOWN,0-19,M,3,74
WEST ENGLEWOOD,UNKNOWN,20-29,F,2,29
WEST ENGLEWOOD,UNKNOWN,20-29,M,1,131
WEST ENGLEWOOD,UNKNOWN,20-29,UNKNOWN,1,21
WEST ENGLEWOOD,UNKNOWN,30-39,F,1,16
WEST ENGLEWOOD,UNKNOWN,30-39,UNKNOWN,1,5
WEST ENGLEWOOD,UNKNOWN,40-49,M,1,20
WEST ENGLEWOOD,UNKNOWN,60-69,UNKNOWN,1,1
WEST ENGLEWOOD,UNKNOWN,UNKNOWN,UNKNOWN,12,593
WEST ENGLEWOOD,WBH,0-19,F,2,10
WEST ENGLEWOOD,WBH,0-19,M,3,54
WEST ENGLEWOOD,WBH,20-29,M,3,128
WEST ENGLEWOOD,WHI,0-19,M,1,108
WEST ENGLEWOOD,WHI,20-29,F,1,73
WEST ENGLEWOOD,WHI,20-29,M,1,340
WEST ENGLEWOOD,WHI,30-39,F,1,48
WEST ENGLEWOOD,WHI,40-49,M,2,122
WEST ENGLEWOOD,WHI,50-59,M,2,88
WEST ENGLEWOOD,WHI,UNKNOWN,M,1,10
WEST ENGLEWOOD,WWH,0-19,F,3,232
WEST ENGLEWOOD,WWH,0-19,M,13,1716
WEST ENGLEWOOD,WWH,20-29,F,5,381
WEST ENGLEWOOD,WWH,20-29,M,14,2923
WEST ENGLEWOOD,WWH,30-39,F,3,165
WEST ENGLEWOOD,WWH,30-39,M,10,1262
WEST ENGLEWOOD,WWH,40-49,F,1,65
WEST ENGLEWOOD,WWH,40-49,M,4,463
WEST ENGLEWOOD,WWH,50-59,M,3,161
WEST ENGLEWOOD,WWH,60-69,M,1,59
WEST GARFIELD PARK,API,20-29,M,1,67
WEST GARFIELD PARK,BLK,0-19,F,45,999
WEST GARFIELD PARK,BLK,0-19,M,277,7161
WEST GARFIELD PARK,BLK,20-29,F,100,1776
WEST GARFIELD PARK,BLK,20-29,M,638,13644
WEST GARFIELD PARK,BLK,20-29,UNKNOWN,1,10
WEST GARFIELD PARK,BLK,30-39,F,34,862
WEST GARFIELD PARK,BLK,30-39,M,339,6563
WEST GARFIELD PARK,BLK,40-49,F,18,403
WEST GARFIELD PARK,BLK,40-49,M,111,2335
WEST GARFIELD PARK,BLK,50-59,F,10,230
WEST GARFIELD PARK,BLK,50-59,M,78,1034
WEST GARFIELD PARK,BLK,60-69,F,3,91
WEST GARFIELD PARK,BLK,60-69,M,15,315
WEST GARFIELD PARK,BLK,70-79,F,1,23
WEST GARFIELD PARK,BLK,70-79,M,2,68
WEST GARFIELD PARK,BLK,80+,F,2,14
WEST GARFIELD PARK,BLK,80+,M,1,21
WEST GARFIELD PARK,BLK,UNKNOWN,M,4,47
WEST GARFIELD PARK,I,20-29,F,1,4
WEST GARFIELD PARK,I,40-49,M,1,2
WEST GARFIELD PARK,UNKNOWN,0-19,M,1,74
WEST GARFIELD PARK,UNKNOWN,0-19,UNKNOWN,3,19
WEST GARFIELD PARK,UNKNOWN,20-29,F,3,29
WEST GARFIELD PARK,UNKNOWN,20-29,M,6,131
WEST GARFIELD PARK,UNKNOWN,20-29,UNKNOWN,1,21
WEST GARFIELD PARK,UNKNOWN,30-39,M,2,63
WEST GARFIELD PARK,UNKNOWN,40-49,M,2,20
WEST GARFIELD PARK,UNKNOWN,UNKNOWN,UNKNOWN,20,593
WEST GARFIELD PARK,WBH,0-19,F,1,10
WEST GARFIELD PARK,WBH,0-19,M,1,54
WEST GARFIELD PARK,WBH,20-29,M,1,128
WEST GARFIELD PARK,WBH,30-39,F,1,9
WEST GARFIELD PARK,WBH,30-39,M,1,64
WEST GARFIELD PARK,WHI,0-19,F,1,30
WEST GARFIELD PARK,WHI,0-19,M,1,108
WEST GARFIELD PARK,WHI,20-29,M,6,340
WEST GARFIELD PARK,WHI,30-39,F,1,48
WEST GARFIELD PARK,WHI,30-39,M,5,239
WEST GARFIELD PARK,WHI,40-49,F,1,26
WEST GARFIELD PARK,WHI,40-49,M,5,122
WEST GARFIELD PARK,WHI,60-69,M,1,45
WEST GARFIELD PARK,WHI,UNKNOWN,M,1,10
WEST GARFIELD PARK,WWH,0-19,M,6,1716
WEST GARFIELD PARK,WWH,20-29,F,4,381
WEST GARFIELD PARK,WWH,20-29,M,15,2923
WEST GARFIELD PARK,WWH,30-39,M,8,1262
WEST GARFIELD PARK,WWH,40-49,M,5,463
WEST GARFIELD PARK,WWH,50-59,F,1,27
WEST GARFIELD PARK,WWH,60-69,M,2,59
WEST LAWN,BLK,0-19,M,5,7161
WEST LAWN,BLK,20-29,M,8,13644
WEST LAWN,BLK,30-39,M,1,6563
WEST LAWN,BLK,40-49,F,1,403
WEST LAWN,BLK,40-49,M,1,2335
WEST LAWN,BLK,70-79,M,1,68
WEST LAWN,UNKNOWN,0-19,M,3,74
WEST LAWN,UNKNOWN,50-59,M,1,8
WEST LAWN,WBH,20-29,M,1,128
WEST LAWN,WBH,UNKNOWN,M,1,1
WEST LAWN,WHI,20-29,F,1,73
WEST LAWN,WHI,20-29,M,5,340
WEST LAWN,WHI,30-39,M,3,239
WEST LAWN,WHI,60-69,M,1,45
WEST LAWN,WWH,0-19,F,1,232
WEST LAWN,WWH,0-19,M,26,1716
WEST LAWN,WWH,20-29,F,4,381
WEST LAWN,WWH,20-29,M,41,2923
WEST LAWN,WWH,30-39,F,1,165
WEST LAWN,WWH,30-39,M,15,1262
WEST LAWN,WWH,40-49,M,6,463
WEST LAWN,WWH,50-59,F,1,27
WEST LAWN,WWH,70-79,M,1,13
WEST PULLMAN,API,0-19,F,1,3
WEST PULLMAN,BLK,0-19,F,38,999
WEST PULLMAN,BLK,0-19,M,238,7161
